단어,불용어,dff
맛이든,,
갈색에,,
맛있어.,,
재활용,,
젓가락으로,,
살다살다,,
분들도,,
리뷰는,,
맜있다고~~,,
맛있는!!,,
"느껴봤는데,",,
별루였어요,,
시켜묵었던,,
후라이드순살은,,
좋았는디....,,
맛들려서,,
하하핫.,,
없으나,,
먹어봐야겠어요..,,
기대했는데요,,
자주시켜먹는곳이에요,,
바사삭~~아이가,,
순해서,,
함께먹기,,
좋아요~배달도,,
안올라가네요ㅠㅠ,,
New,,
맛있어!!,,
??????,,
치킨~~너무,,
축구보는날,,
부분에다,,
보내게,,
감사용,,
번창하세요~!!!,,
강추....,,
바삭바삭♡,,
치킨...아......ㅠ.ㅠ,,
치킨메뉴입니다,,
주말이기도하고,,
아시안게임,,
경기들이,,
늦어질줄,,
배달해주셨습니다.,,
처음시겼는데,,
너무맛있어서요~~,,
다른것보다,,
싱거웟어요..,,
부족..?,,
먹겠습니다~!!!,,
잘멋었습니다,,
좋았겠어요,,
물림이,,
있어서ㅎㅎ,,
개인적인거지만,,
맛좋네요??,,
찍어먹고,,
아쉬웠어유,,
탁하네요...,,
좋지않고요,,
있습니다~!!!,,
첨먹렀는데,,
비싸긴해도,,
zang!????,,
내무부,,
장관이,,
홀릭입니다~!,,
더매운고추도,,
괜찮을듯요~!,,
어제오늘,,
치킨.처음먹어보는데,,
빠이,,
만족합니다..*^^*,,
맛나게.잘먹었습니다...,,
크크크~!!!,,
치킨~!!!,,
먹었습니다~ㅋㅋㅋ,,
양도만족스럽고,,
맛도만족!!평점낮은이유가,,
의문인듯,,
리뷰이벤이없어서그런가?;;떡볶이는맛없었음ㅜ,,
흔들려서오고,,
식은듯한,,
느낌잇는거외에는,,
심하지,,
될듯합니다,,
사진은첨부,,
완전맛있네요?또시켜먹을께요,,
배달되었습니당~~,,
고소했어요~,,
대박이네요.,,
치킨인듯~!!!,,
너당~!!!,,
오버쿡된거같은..,,
맛있었습니다!!!!!!!!,,
딴덴,,
3개준다던데,,
2개만옴,,
잘먹었어요..부모님이,,
맛있는거같은데,,
슴슴합니다,,
슴슴한데,,
들어가는건,,
..ㅎ,,
치떡도,,
맛나요=),,
소스3개나,,
맞아요!,,
마싯써요!,,
처음인데^^,,
맛있음^^,,
맛있어요!!!!!~,,
넘사벽,,
고생많으셨습니다,,
시킨다!!!,,
.ㅎ,,
시켰ㄴ.ㄴ데,,
어첨,,
aaaaaaaaaaa,,
늘~~맛있어요..,,
맛나요!!!!!!!!,,
호랑,,
이치킨,,
개취가,,
딸아가,,
왠걸,,
드실분은,,
뼈닭,,
좋아해도,,
순살드세요,,
ㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁㅁ,,
반시켜,,
함께한,,
치맥.,,
국룰이죠.,,
당연하구!,,
맛소스랑도,,
조화롭게,,
어우러지네여,,
종앙,,
마른닭을,,
"실망햇다가,",,
주문햇어요.,,
튀겨주셧네요!!!,,
대박이라고,,
까사삭,,
뽀사삭,,
아작,,
~~머라,,
표현하기,,
대단합니다.,,
세지않고,,
순하게,,
꼬소합니다.,,
디핑소스는,,
양파오일소스랑,,
콘크림소스,,
좋을거같은,,
첫시식이엇습니다^^,,
하시는정도로,,
드십니다^^,,
매우만족해요:),,
집이에요.,,
작게들어있는듯....,,
맛입니다.괜찮아요,,
고추치킨입니다.,,
맛있었습니다^^간지치킨만,,
찾게되네요,,
골라먹어서,,
달달짭쪼름해서,,
환상이에여??,,
나오네요ㅋㅋㅋ완전,,
먹었습니다????,,
"맛,,,,,",,
맛있어어어어어어어ㅓㅇㅇ,,
짭짭하긴,,
와웅,,
간지치킨최고입니다.,,
시켜먹겠습니다!!!,,
빨리왔는지,,
맛나요맛나요맛나요맛나요맛너요~,,
맛있음요.,,
@@,,
때깔도,,
먹음직스러움..,,
~~~~~~~~~~~~,,
옹,,
파우다,,
듬뿍뿌려주셔서,,
너무바삭하고맛있네요,,
닭냄새도전혀없고,,
느껴집니다~!!!!♡,,
수저ㆍ젓가락을,,
보내셨네요?,,
양념범벅인,,
먹으라는건가요???,,
같네요!!!,,
배달하는집이에요.,,
후라이드+장스치킨,,
애정하다,,
후라이드+호랑이치킨,,
"주문한건데,",,
사랑이죵,,
맛나는데요~,,
잘잘해서,,
불편한것,,
방문만,,
노랑치킨,,
그대로있어요,,
제발주세요,,
와~우~~맛이..,,
ㅠ.ㅜ.,,
아이들이좋와해요,,
사라졌네요ㅜ,,
잘읽어주세여ㅠ,,
크지도,,
"전,",,
치느님이,,
한국인에게는,,
뿌셔주셔서,,
생각날때는,,
요기~,,
좋아하심요!!,,
었는데,,
제입장에서는,,
온도에서,,
덜스며들게,,
요리해주시면,,
없이좋았을텐데,,
좀아쉬워요,,
~다음에는,,
잘부탁드립니다.수고하세요,,
먹었습니다~#,,
먹는치킨입니다,,
바삭촉촉!,,
애용할듯해요,,
순삭이었어요,,
"좋고,맛도",,
배불러~,,
5시주문해서,,
40분에,,
튀겨주심.,,
먹었습니다!!!!!,,
먹였어요,,
빨리.해,,
젤리로,,
마무리까지,,
감사랍니다.,,
배터져요~,,
좋아!,,
팔길래,,
한마리+간지치킨맛,,
시켜야겠오요!,,
저번은,,
닭맛이,,
튀기셨는지,,
티비서,,
시켰는데ㅋ,,
치킨으로..,,
제스탈은아니엿어유,,
오던,,
따뜻함도,,
감사합니다??,,
달력갖고싶어해서..요청사항에,,
챙겨주시고~~핫팩도,,
챙겨주셨어요~~사진찍으려는데..달력은,,
가져가버려서,,
덜어먹는거라,,
뼈치킨이라,,
보이더라구요ㅜㅠ,,
배달서비스,,
완벽했어요!,,
윙봉너무좋아요,,
매콤+단짠,,
리얼~,,
#식후감.#힘내세요,,
고명,,
한잔하니,,
까다로우신,,
양반도,,
합격점을,,
날려주심.,,
숱하게,,
까인,,
치킨집들..,,
웻지감자와,,
조합구성이,,
들었어요.,,
감자고,,
즐기다,,
자극적인맛이라,,
좋아하겠네요.,,
"한해동안,",,
성탄연휴,,
Merry,,
Christmas!,,
빠르네욧~^^,,
깔끔사구,,
시켜먹었습니다.(방문포장포함),,
느낍니다.,,
타점과,,
말라비틀어져,,
들겨먹어요.,,
이사오기,,
전까지요!,,
사는곳,,
종암점이,,
번번이!닭의,,
신선하지않습니다.,,
공교롭게도,,
전에살던,,
지인들과,,
시켜먹고(타지점),,
집에오니,,
종앙점으로,,
후회햇어요.,,
아...또,,
어쩌지..취소하기,,
번거로와서,,
괜찮겟지,,
그대로네요.,,
있ㅇ,,
맛있엉ㅋㅋㅋ,,
온전히,,
시켰는데요.,,
적을게요,,
문의에,,
답해주시고,,
빠르기,,
벌어서,,
3닭,,
싶어지게,,
사준,,
맛잌ㅆ게,,
맛잇군요,,
?감자치즈,,
맛있어요?너무,,
못찍었네요?ㅎ,,
?다음에도,,
먹을께요?ㅎ,,
어쩐지,,
어느날…,,
들어왔다~,,
바삭한치킨과,,
간지.감자는,,
맛있을일인가요.??,,
맛있었어요^^*,,
술안주엔,,
개안아요,,
호랑이치킨이에요,,
예술이었어요~~,,
싶어집니다~^^,,
감돌아,,
말았네요.,,
>.<,,
맛있게잘먹었습니다!!!!,,
엄청빨라서놀랐어요!!!,,
반/반주문했는데,,
장스나,,
호랭이취킨,,
있는중입니다.,,
있음돠.,,
청양마요는,,
첫구매,,
때만,,
주시나봐요?,,
담콤함이,,
청양마요소스와,,
포턱이토,,
치드스틱도,,
짜장치킨을,,
궁금해해서,,
번쩍~했네요^^,,
한조각씩,,
먹을정도랄까?,,
적지않았고(먹느라,,
까먹음ㅎㅎ),,
귀요미,,
잘마셨습니다~,,
도전해볼께요^^,,
좋아하시네요!,,
만족스럽내용,,
주문할듯합니다,,
드시고싶다,,
갈릭의,,
"달달,",,
갈리네요,,
별로용ㅠㅠ,,
매운소스있어서,,
찍어먹었는데도,,
들어간것도,,
없어보이지만,,
달아요ㅋㅋㅋ,,
짱인,,
후라이드..,,
넘조아여♡,,
음식물,,
버리기,,
금욜저녁이라,,
늦어질줄알았는데,,
일찍도착했네요~따끈하게,,
어머니랑남편이,,
맛있다네요~~~배달도생각보다엄청빨리왔고요,,
느끼하면콜라생각나는데,,
기름제거를,,
빨리도착,,
맛있어요맛ㅇㅆ어요맛있어요,,
"존맛탱,,ㅜ",,
맛읶어료ㅠ,,
"최고에오,,",,
30분늦게받아,,
생명아닌가요..,,
눅눅해질대로,,
다리한개,,
집어먹고,,
당골인데,,
신경안써주니,,
서운하네요..,,
"처음시켜봤습니다,,",,
양념너무자극적이지않고,,
겉은바삭하니,,
맛있네요~치킨먹을때마다,,
시켜먹지?,,
고민됐는데,,
고민은안할듯합니다^^,,
소문데로,,
작성,,
하면서도,,
치킨입니다????,,
쓰셔야할듯,,
".,.,.,",,
많고~,,
매콤~~살은,,
"부드러우며,담백하고,너무",,
넘작다,,
무료로,,
쉽다,,
양배추도,,
먿,,
오래걸렸지만요~~,,
심정인데요..,,
극명히,,
갈릴듯요..,,
치즈가루를,,
까나요?,,
뭍어있네요.,,
맵짠,,
뭍질,,
간장맛을,,
두른맛이에요.,,
만드셨으리라,,
좋아합니다!!,,
아이아빠는,,
남자둘도,,
개인적으로눈,,
그래요.,,
나쁘지않았어요...,,
맛있어요!!!!!!!??,,
발견해서,,
싹사라졌네요.,,
닭위에,,
딸어진게아니라,,
닭속에,,
들어있네요...,,
절반이상,,
먹을수가..,,
찝찝함...,,
너무느리길래,,
얼마나맛나면,,
그럴까기대후,,
먹는데ㅡㅡ,,
이건치킨도아니구,,
짜장도아니구,,
튀김껍질은두껍고느끼하구,,
휴ㅜㅜ,,
내스타일은,,
교촌먹을라구요실망,,
몰라요,,
75분예정이엿는데,,
경과,,
연락없음..,,
치킨~생각보다,,
고급졌구요.,,
"닭봉,윙,다리콤보였는데",,
"3,4조각",,
들어있네요ㅋ,,
멀까여ㅋㅋ,,
이렇지만,,
퍼지는,,
안매운거도,,
싶어집니다!,,
맛있어요~진짜,,
짜파게티소스랑,,
맛비슷함,,
구입합니다.,,
너무맛있네요~♡,,
시켜야겠어요ㅎ,,
맛나요♥,,
최고예요...,,
많나요???,,
먹은줄알았는데,,
남았어요!!,,
으~,,
먹고싶어요ㅜㅜ!,,
걸린다는...,,
걸리고...,,
변한건지...다시는,,
주문안합니다,,
돈만,,
버렸네...,,
조금지나서,,
배달이도착했지만,,
종종시켜먹을께요~^^,,
고추소스가,,
맺지않았어요.,,
좋아요??,,
ㅇㅇㅇㅇㅇㅇㅇ맛나요,,
취킨데이죠,,
취킨만,,
취킨으로,,
파티합니다!,,
맛있어여맛있어여,,
그대로요,,
믿음의,,
약간배달,,
느린편이에요,,
괜츊아요,,
닥추야!!,,
친절두,,
역쉬치킨은,,
욱심ㄱㅖ~!번창하세요,,
순삭해서....,,
사진이읍네요...같이시킨,,
쇠주찍어올립니당당,,
엿날맛,,
ㅎㅎㅎ맛있네요,,
성의없는,,
쭈글쭈글,,
맛이없는,,
치킨인지,,
점에서,,
ㅋ또,,
달라네요,,
저녁시간때인지,,
오래걸렸어요!,,
덜하네요...,,
뻑뻑하고...,,
맵찔이어서,,
달짠에,,
많아욬ㅋㅋㅋㅋ,,
거에요!!!,,
알았네요~,,
간지닭봉만,,
먹어보겠다고,,
편히,,
먹었네요!~,,
이예요!!,,
때나,,
우리동네가,,
맵기보다,,
쫀득쫀득해요,,
묻혀주시고,,
먹는거에요~~,,
맛있어어^^,,
시킬지,,
고민입니다ㅠ,,
중에ㅠㅠㅠㅠㅠ너무,,
주문해서먹으려구요,,
너무적네요.....,,
좋아요~~~~~~~,,
씹는데도,,
문제없어요,,
배급하고,,
매운치킨!,,
비롯해서,,
너무한거아닌가요,,
의미가없는데,,
적은듯...,,
그냥그래요..내가입맛이없는건지?,,
찍었네여~~,,
고추치킨(뼈),,
못먹겟네요,,
"식어서오고,",,
순살다리살쪽보다는,,
길게해서,,
튀겨왔는데,,
이전까지는,,
못하겟네요.,,
오랫만...,,
깨끗할거,,
드셨어요~,,
친절하셨습니다~,,
찍느라,,
모양인데,,
맛있었어요^^;;;,,
있습니당??,,
작아졌어요,,
쿠폰좀,,
고추치칸은,,
헝상,,
감사드리고요,,
얼싸한,,
개취,,
여깁니다,,
감돌아요,,
간지!!,,
최고예요ㅜㅜ,,
좋하해요,,
봐야겠어요^^,,
느멋있게,,
먹었슺니다아다다각가가,,
맛잇었어요,,
살려,,
다룬,,
과하다는,,
내버,,
깔끔했네요,,
나은듯요,,
잘안되어,,
싱거웠어서,,
있습니다.ㅎㅎ,,
간지치킨맛있네요.근데간지먹다가후라이드먹으니넘싱거운느낌.암튼첨시켰는데맛나네요,,
없습니다...,,
골목이,,
요상하게,,
전달이,,
되진,,
않나봅니다.,,
느린가요,,
6초도,,
먹고싶을땐?,,
시키면되죠^^,,
매울까했는데,,
불닭,,
드실때,,
정도입니다!!,,
JMTGR,,
60계치킨이네요^^*,,
매장전화도,,
느낌이겠죠,,
고추치킨이었습니다.,,
감사합니다:-),,
걸려도,,
찾으셔서,,
나가서,,
받아왔어요..!,,
간지?치킨은,,
달아요ㅠㅠ,,
달콤한듯,,
고추듬뿍,,
쓰쓰호호거리며,,
이영자의,,
맛이었습니다.,,
안되어있는것,,
배민에는,,
추가되었는데,,
고추윙봉시키려다,,
추가해주셨으면합니다,,
징짜!!!,,
바삭바삿치킨,,
너무맛있아용,,
기대했던것보다는,,
느끼했어요ㅠㅠ,,
시킨거였는데,,
bhc가,,
짱인것같아요...,,
나았어요..,,
대단한,,
먹으니까용,,
픽!,,
양이너무적음....,,
매워요ㅋㅋㅋㅋㅋ,,
간지치킨..맛나죠,,
두조각먹으니,,
온기가1도,,
없어요.....,,
쌀쌀해졌으니까..라고,,
생각하다가도..,,
한겨울도아닌데..,,
식어서오니,,
속상하더라구요.,,
첫끼였는데ㅠㅠ,,
먹습니다ㅜㅠ,,
먹었음니다^^,,
먹는순간,,
대만족임니다,,
너무맛있어요dd,,
알았는지...,,
자주시킬게요!,,
들어가더라구요,,
"잦아들긴했어도,",,
오고하는데...,,
생신에,,
오느라,,
상이,,
조촐해서,,
오셔도,,
오셨어요.,,
상,,
차렸어요.,,
소문으로,,
만족합니다~~~^^,,
기다렸어요ㅠㅠ,,
주문하려할때마다,,
문이닫힌건지ㅠ오늘에서야!!,,
치킨은역시ㅎㅎ,,
저렴하면,,
맨날시키고,,
싶은!ㅎ,,
엄청커요ㅎㅎ,,
미침,,
먹고싶음,,
미쳤네요~^^,,
다른치킨을,,
못먹게,,
되는겁니까?,,
배달올때,,
쏟겨서,,
왔어여ㅜ,,
짜요ㅠㅠ,,
물벌컥벌컥,,
마시는중입니다..,,
짰어요ㅠ,,
없네요!ㅋㅋㅋㅋ,,
늦기는,,
날이니,,
이해합니다...늦어서,,
난것은,,
걱정이,,
오셨더라고여~~,,
할이도,,
받고!,,
먹을수있어,,
좋았습니다~~^^,,
훌륭하닌,,
맛은좋은데,,
오래걸리고(1시간넘게),,
말라있는,,
개취~!,,
기존먹던다른브랜드치킨이,,
질리던찰나에,,
조합을,,
찾아낸듯!,,
소금하고,,
맛이전보다,,
떨어진듯요ㅠㅠ,,
맛있네요^^짱짱짱!!!!,,
되쓰요~^^,,
단골확정!!!,,
이용할게요~^^,,
다른지점이랑,,
거리였는데,,
걸렸습니다..ㅜ,,
빠르고~~굿~~~^^,,
추천합니다~~,,
오시라,,
일찍오셨네요^~,,
있어요ㅎ,,
최고요,,
맛잇슺니다~~~~~~~,,
맛있네요~잘먹었어요~,,
바른치킨이랑,,
넘흐~~~~맛있어요~~~ㅎㅎㅎ,,
빠싹의,,
달콤함의,,
했어요ㅋㅋㅋ,,
맛이었어요.!,,
혼자선,,
못먹겠네요!,,
먹었어요~추천합니다!,,
맛있게잘먹었습니다.?.(*´▽`*)?.,,
먹었다네요...,,
섞어먹는,,
맛집인,,
잡내를,,
잡지,,
늦은듯한,,
ㅇ,,
맛있어했어요,,
교촌치킨어ㅣ실망해서,,
정착한ㅅ,,
있었는데...찾았네요.ㅋㅋ세상,,
있다니!ㅋㅋ맛있어요.,,
밋있네요!,,
맛있어요ㅋㅋ모두들,,
넘맛있는집이네요,,
튀긴맛?,,
후라이드계의,,
해본적없는데,,
"적절한데,",,
와주셨고,,
너무느끼했어요,,
배달은엄청빨랐는데,,
눅눅했으요,,
항상자주이용하는치킨집이에용~^^최고에용,,
혜자하네요,,
굿????????????,,
시스템에,,
2시간반,,
마요소스찍어,,
치킨시키면,,
버렸네요...치킨도,,
와서...바로,,
같긴해요..배달시간이,,
걸렸어요..ㅜㅜ너무,,
해주신,,
안닫히게,,
걸어두는거,,
닫아주고,,
가시는,,
센스ㅋㅋㅋㅋ,,
닫으려,,
했건만ㅋㅋㅋ,,
왕맛,,
입소문대로,,
어이없네요.,,
40분더,,
기다리라니,,
치킨하나,,
기다리라는건지,,
분위기,,
깨고,,
짜증났네요,,
받은즉시,,
실망하였으나,,
그것은,,
착오에,,
의한,,
잘못이기에,,
평가는,,
했음.,,
개인취향은,,
제대로되고있는건지,,
고장인지,,
통화가안되었습니다,,
앱으로는,,
사라지게,,
안암,,
최강자입니다,,
맛있엇부니등ㅇㅇㅇㅇㅇ,,
잘.....먹었습니다,,
4000원,,
원가내고는,,
"느리고,",,
평범하고,,
수준이다.,,
갑인,,
또시켜먹고싶네요,,
짱이네요~♡♡,,
먹었습니당~~~수고하셨습니다~~!!!,,
맛있게먹었습니다~~!!,,
치킨은여기서만시킬게욥,,
달다구리해서,,
좋슴당,,
이런건가요?,,
너무무무무,,
맵군여,,
방심해부럿으....,,
좋네요ㅠ짱맛,,
시켜보니까,,
(촉촉함,,
없음)후라이드인지,,
모르겠네요…,,
한수네용..정말,,
음식이식고바삭한식감도없고도대체내가돈주고사먹어야하는건지모르겠어요ㅡㅡ,,
걸렸어요ㅠㅠ,,
식었어요ㅠ,,
시켜줘봐도,,
찾아요~항상,,
맛있어요!!!감사합니다!!!,,
마요랑,,
고추같은거,,
주시는게,,
괜찬호,,
핫하네요,,
배달은좀느리고,,
가끔먹고싶을때보면,,
배달을안할때가많았는데,,
배달가능하더라구요,,
까먹지말어주세요,,
먹었습니다^-^,,
ㅇㅣ번엔,,
나쁘진않았어요,,
깔끔했습니다',,
치킨입니다~이번에도,,
배달빠르고맛있어용!,,
0개를,,
못주네요.,,
3시간,,
"안받고,",,
안주고..,,
뭐지??,,
왔네요??,,
아시안게임때문에,,
늦겠거니,,
환불하고,,
안받을거고,,
먹을건데..,,
하나값,,
부~~자,,
되세요.,,
않나봐요~애들이,,
먹게되네요~,,
완벽한치킨,,
느리고ㅠ,,
못먹겠더라고요.,,
찍어먹으먼,,
짱짱이에요!,,
(다시,,
있음),,
걸렸습니다ㅠㅠ,,
먹었는데?애들도,,
아쉽습니다...,,
일욜에,,
처음시켜보는데요,,
단짠단짠+매콤함에,,
간지치킨...이거는,,
합리적이고,,
퍽퍽하긴했지만,,
그럴리,,
담배꽁초가,,
조리과정중에,,
들어간건,,
아니겠죠?...,,
배달하시다가,,
안묻었지만,,
묻었네요,,
...찜찜합니다...조심해주세요,,
주문하셈,,
따뜻한상태로,,
질감의,,
단짠단짠인데,,
아주달고,,
아주짜요,,
갈증많이나네요,,
60계마요네즈,,
소스에찍어먹으니,,
식고난후,,
연골있는데서도,,
완료(먹다,,
안버림!),,
장스?맛,,
의사99%,,
쓰시는듯해요.,,
않더라구요,,
고추향을,,
처리가,,
순살부위가,,
위주라서,,
결론부터,,
나눔도,,
적절했어요.,,
집어먹는,,
만족합니당~,,
500ml가,,
보여요!,,
올려요,,
전화드리니,,
찢어지고,,
전날에,,
궁금했던,,
살짝만,,
이거이거,,
없는줄,,
써있긴,,
??,,
불은,,
후기를,,
만드시는,,
단짠해서,,
캬~~,,
바삭하다고,,
메이플시럽이,,
그정도,,
였습니다.,,
시큼한,,
식욕을,,
맛잇어요..,,
존맛탱입니다,,
잘먹었어요!!!,,
ㅋㅋㅋ치킨이,,
ㅋㅋㅋ치킨을,,
축구하는,,
시켰다가,,
신나는,,
실하고,,
메이플시럽도,,
맛있음요,,
최고에요~^^,,
먹는다는,,
리뷰이벤으로,,
이해를,,
쫀득볼은,,
같구요,,
빨리오면,,
딱이에용,,
당장,,
찍다보니,,
싱거워요,,
가루만,,
베달,,
신메뉴인데,,
까,,
느낌이었지만,,
미니쫀득볼,,
않을만큼,,
아끼셨네요.,,
1000원,,
맛났어요!!!,,
